Region,Codigo region,Comuna,Codigo comuna,Poblacion,2020-10-05,2020-10-12,2020-10-19,2020-10-26,2020-11-02,2020-11-09,2020-11-16,2020-11-23,2020-11-30,2020-12-07,2020-12-14,2020-12-21,2020-12-28,2021-01-04,2021-01-11,2021-01-18,2021-01-25,2021-02-01,2021-02-08,2021-02-15,2021-02-22,2021-03-01,2021-03-08,2021-03-15,2021-03-22,2021-03-29,2021-04-05,2021-04-12,2021-04-19,2021-04-26,2021-05-03,2021-05-10,2021-05-17,2021-05-24,2021-05-31,2021-06-07,2021-06-14,2021-06-21,2021-06-28,2021-07-05,2021-07-12,2021-07-19,2021-07-26,2021-08-02,2021-08-09,2021-08-16,2021-08-23,2021-08-30,2021-09-06,2021-09-13,2021-09-20,2021-09-27,2021-10-04,2021-10-11,2021-10-18,2021-10-25,2021-11-01,2021-11-08,2021-11-15,2021-11-22,2021-11-29,2021-12-06,2021-12-13,2021-12-20,2021-12-27,2022-01-03,2022-01-10,2022-01-17,2022-01-24,2022-02-01,2022-02-08,2022-02-15,2022-02-22,2022-03-01,2022-03-08,2022-03-15,2022-03-22,2022-03-29,2022-04-05,2022-04-12,2022-04-19,2022-04-26
Los Rios,14.0,Los Lagos,14104.0,20518.0,2,10,16,6,20,35,37,37,23,12,9,27,49,35,85,66,45,58,66,58,67,103,108,100,84,101,91,84,123,112,97,124,164,153,196,180,160,144,113,52,74,43,35,17,6,5,-,3,3,1,1,1,5,16,9,11,2,-,5,15,15,7,8,8,17,11,24,15,21,128,157,223,232,215.0,166.0,212.0,153.0,79.0,35.0,18.0,10.0,4
Los Rios,14.0,Mafil,14105.0,7389.0,2,1,2,1,-,5,2,2,-,1,4,5,7,5,63,40,27,19,32,21,26,64,46,50,57,52,58,76,54,67,53,64,26,34,35,38,28,35,44,18,15,3,1,7,-,3,1,4,3,1,-,1,3,2,10,10,7,4,12,-,9,9,7,-,0,13,9,16,19,28,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Los Rios,14.0,Mariquina,14106.0,23250.0,9,12,16,6,4,5,15,9,8,11,36,22,13,18,34,51,63,67,48,69,44,57,74,102,105,100,148,180,193,205,202,224,187,91,125,106,62,55,49,36,9,16,13,3,2,8,3,9,9,1,1,-,1,9,7,7,3,6,27,37,32,7,29,26,15,21,16,46,81,221,409,377,355,600.0,308.0,170.0,125.0,86.0,25.0,10.0,23.0,13
Los Rios,14.0,Paillaco,14107.0,20798.0,15,13,17,5,12,9,10,23,12,29,15,14,11,23,52,105,87,65,33,39,45,50,76,89,118,115,106,74,50,61,38,49,55,71,98,95,108,92,68,74,44,55,23,19,6,8,2,2,2,-,3,16,17,4,6,7,3,7,13,8,21,15,11,16,17,16,7,6,19,118,225,177,330,351.0,286.0,145.0,127.0,87.0,44.0,21.0,19.0,9
Los Rios,14.0,Panguipulli,14108.0,35991.0,28,7,6,8,18,44,43,45,31,15,6,17,23,22,48,29,108,94,97,106,90,104,165,179,181,184,123,167,176,158,164,111,103,116,177,242,252,243,270,258,213,161,148,116,83,38,19,17,13,13,8,15,4,7,2,5,10,24,56,50,23,13,17,14,14,16,106,170,175,296,350,507,587,600.0,401.0,314.0,256.0,126.0,60.0,23.0,13.0,9
Los Rios,14.0,La Union,14201.0,39538.0,26,37,33,35,77,55,45,56,32,41,46,51,44,91,207,171,196,130,152,128,139,149,179,196,235,212,168,208,122,98,50,39,92,116,124,128,127,98,99,60,63,45,58,28,20,19,9,12,6,3,2,4,13,7,25,37,40,28,12,9,36,18,31,-,0,15,23,29,72,219,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Los Rios,14.0,Futrono,14202.0,15261.0,5,7,9,4,19,18,22,10,43,3,4,8,14,15,86,58,45,62,60,78,67,113,143,104,74,72,61,62,45,44,36,34,59,98,144,120,140,112,112,137,96,65,64,27,22,15,6,-,7,8,21,4,2,1,-,9,19,16,15,10,15,13,4,16,12,1,11,20,18,109,221,212,336,370.0,254.0,151.0,90.0,39.0,22.0,18.0,4.0,6
Los Rios,14.0,Lago Ranco,14203.0,10292.0,1,1,5,19,40,24,4,10,-,5,2,11,8,21,29,50,48,37,31,31,22,36,46,33,15,46,36,34,55,26,45,26,62,63,83,50,98,78,74,95,34,30,24,20,9,4,4,17,9,-,-,2,-,-,1,6,7,9,1,2,5,10,15,7,13,18,13,23,48,124,112,94,91,159.0,64.0,98.0,47.0,30.0,19.0,3.0,4.0,10
Los Rios,14.0,Rio Bueno,14204.0,32925.0,17,25,41,18,11,8,33,23,18,32,19,61,35,41,77,76,131,107,93,57,71,74,86,91,149,152,157,124,125,85,58,50,64,83,121,75,72,64,58,50,51,36,34,13,8,3,4,4,7,5,2,5,7,10,6,23,23,26,10,17,39,47,41,-,0,10,13,19,46,193,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Arica y Parinacota,15.0,Arica,15101.0,247552.0,220,163,122,125,86,59,36,24,25,80,131,135,122,204,363,488,545,592,455,468,493,445,388,440,562,644,512,511,528,667,468,515,543,566,519,537,452,508,465,355,279,194,115,94,75,68,51,41,40,119,130,150,149,103,131,104,112,115,194,120,78,64,72,73,82,141,990,1702,2380,3503,3888,2708,1507,1041.0,732.0,605.0,478.0,456.0,217.0,251.0,110.0,93
Arica y Parinacota,15.0,Camarones,15102.0,1233.0,1,-,-,-,-,-,-,-,-,-,-,0,-,-,-,3,-,-,-,-,-,-,1,4,-,-,-,4,1,-,-,-,1,-,1,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,3,-,-,-,-,1,-,1,-,1,-,-,1,-,-,-,1,6,4,30,20,21,2,2.0,6.0,4.0,1.0,0.0,0.0,0.0,1.0,0
Arica y Parinacota,15.0,Putre,15201.0,2515.0,-,-,-,-,0,-,-,-,-,-,-,1,-,-,6,3,3,8,11,2,-,2,-,2,1,3,7,9,4,1,2,-,-,1,4,1,2,2,3,-,1,-,-,1,-,3,1,1,-,-,1,5,1,-,-,1,-,-,-,-,-,-,-,-,9,-,6,19,28,34,28,38,6,4.0,1.0,6.0,10.0,17.0,1.0,1.0,1.0,2
Arica y Parinacota,15.0,General Lagos,15202.0,810.0,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2,-,-,-,-,-,-,1,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,5,3,2,-,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Nuble,16.0,Chillan,16101.0,198624.0,147,129,142,188,177,150,205,229,284,284,305,282,369,352,379,433,504,468,466,462,347,371,361,435,536,607,438,454,407,401,329,299,366,402,478,438,376,321,255,220,166,113,105,77,69,78,36,36,31,21,30,28,26,35,89,82,135,126,210,185,267,216,146,-,0,101,165,357,793,2158,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Nuble,16.0,Bulnes,16102.0,22607.0,18,23,23,24,11,9,18,8,14,11,11,30,19,23,34,34,29,39,48,41,47,36,17,22,42,41,45,47,67,38,50,28,42,39,61,51,47,23,23,21,10,6,5,10,10,3,10,4,2,1,-,14,17,20,24,18,6,5,5,3,13,9,5,4,3,5,17,38,44,175,248,325,294,300.0,257.0,226.0,123.0,74.0,27.0,28.0,23.0,7
Nuble,16.0,Chillan Viejo,16103.0,33827.0,18,8,7,24,15,16,31,32,23,35,23,38,53,52,52,65,69,79,76,95,63,38,88,89,101,117,117,83,103,105,71,51,97,79,78,95,78,47,51,29,29,28,23,22,13,17,12,9,14,5,7,8,7,3,6,15,10,5,22,28,33,27,13,-,0,10,17,30,44,162,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Nuble,16.0,El Carmen,16104.0,12334.0,1,1,4,10,18,1,-,7,1,31,3,10,2,11,12,8,8,18,10,12,10,3,9,11,27,25,19,13,21,6,14,20,13,20,19,17,16,13,6,5,20,9,2,3,1,2,2,2,4,10,13,10,3,3,5,3,2,1,5,4,3,8,2,2,4,-,1,23,18,68,70,142,142,168.0,148.0,128.0,145.0,49.0,28.0,22.0,9.0,15
Nuble,16.0,Pemuco,16105.0,8639.0,-,1,-,3,3,2,2,5,-,5,6,1,6,3,1,5,5,4,4,4,9,19,6,5,8,12,15,19,33,28,22,25,33,27,44,21,28,29,23,24,17,-,2,-,2,8,1,1,5,6,-,1,1,1,-,1,3,-,1,-,4,4,-,-,-,-,2,5,5,25,29,90,97,92.0,64.0,53.0,42.0,18.0,20.0,7.0,6.0,20
Nuble,16.0,Pinto,16106.0,11880.0,10,14,2,3,4,1,5,-,7,1,4,3,3,8,7,11,22,16,18,15,13,32,14,21,43,34,25,35,9,12,21,21,29,21,29,34,21,21,19,18,7,6,10,8,1,1,-,-,10,6,4,6,2,-,2,4,8,-,2,2,8,5,-,4,4,3,8,9,22,68,68,117,140,119.0,63.0,104.0,73.0,37.0,17.0,7.0,10.0,11
Nuble,16.0,Quillon,16107.0,18777.0,16,1,1,3,22,13,18,43,18,10,13,6,18,20,24,22,32,14,25,30,11,12,31,19,37,37,48,45,41,29,26,19,18,27,33,37,50,33,24,30,29,9,10,12,11,5,9,3,2,3,1,-,13,5,6,15,7,1,8,16,6,5,9,-,0,12,8,14,22,76,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Nuble,16.0,San Ignacio,16108.0,16624.0,3,4,3,2,2,3,7,7,16,17,5,9,11,13,16,18,27,39,27,32,12,25,30,43,34,47,40,25,30,23,32,41,62,62,44,59,43,26,25,11,14,5,12,7,6,9,1,-,2,2,1,-,5,7,5,4,-,4,4,2,6,7,4,4,4,-,-,10,23,107,112,235,251,190.0,185.0,122.0,79.0,32.0,21.0,10.0,6.0,2
Nuble,16.0,Yungay,16109.0,18596.0,2,1,1,2,7,6,5,11,10,14,17,18,9,14,28,26,38,28,30,31,14,10,21,29,33,30,37,40,44,37,27,32,24,21,18,27,34,17,18,6,9,14,-,2,1,1,4,1,2,-,-,3,2,3,2,2,2,3,11,9,10,7,5,3,2,2,9,28,39,83,146,215,306,266.0,253.0,194.0,204.0,92.0,64.0,55.0,28.0,12
Nuble,16.0,Quirihue,16201.0,12192.0,13,3,7,14,17,11,13,12,4,6,3,2,30,18,13,14,16,18,26,10,4,4,3,6,16,16,12,18,4,15,19,24,22,12,7,12,11,7,13,12,4,4,-,-,-,-,-,-,-,-,-,-,-,-,4,9,1,3,-,-,1,1,1,-,3,1,-,11,11,21,15,69,138,107.0,118.0,98.0,77.0,29.0,33.0,11.0,5.0,6
Nuble,16.0,Cobquecura,16202.0,5275.0,3,1,-,6,-,-,1,-,-,-,-,2,-,5,4,2,6,9,2,4,4,-,5,3,8,42,17,16,7,10,11,9,7,3,1,3,5,6,6,2,3,2,-,-,-,1,1,-,-,-,-,-,8,3,1,-,2,1,1,2,1,5,1,3,3,3,5,6,5,17,23,47,67,59.0,34.0,39.0,17.0,18.0,12.0,3.0,5.0,0
Nuble,16.0,Coelemu,16203.0,16845.0,13,17,2,7,9,8,9,6,2,2,3,4,7,15,14,12,24,23,14,20,19,21,22,18,25,24,21,37,34,14,21,31,26,22,17,17,13,15,9,7,2,5,-,1,-,-,-,-,-,-,-,-,-,-,-,3,-,3,3,-,3,7,1,8,1,1,4,5,19,51,86,359,314,215.0,232.0,136.0,153.0,90.0,63.0,39.0,15.0,7
Nuble,16.0,Ninhue,16204.0,5414.0,-,2,-,-,1,1,2,11,6,4,13,19,6,7,8,7,13,2,10,13,13,11,12,4,8,5,2,10,11,7,2,10,6,12,10,15,25,6,3,14,7,2,2,-,-,-,-,-,-,-,-,-,6,1,-,2,2,-,1,-,1,-,-,1,1,1,5,2,5,30,37,62,75,45.0,21.0,40.0,34.0,20.0,8.0,1.0,4.0,3
Nuble,16.0,Portezuelo,16205.0,4940.0,3,4,1,4,1,-,1,2,-,-,2,6,4,1,2,2,2,9,12,6,7,1,1,3,12,18,13,13,4,6,2,4,1,15,15,17,9,18,13,6,1,-,5,7,2,1,-,-,2,2,-,-,1,2,-,1,3,3,2,1,-,1,1,-,2,-,-,2,19,31,28,51,62,53.0,40.0,56.0,35.0,28.0,30.0,9.0,4.0,4
Nuble,16.0,Ranquil,16206.0,6261.0,7,7,3,2,7,6,5,5,2,2,-,-,1,10,14,8,1,1,11,12,17,12,21,16,10,15,14,11,13,6,3,3,3,10,50,26,20,4,9,-,1,1,2,-,-,3,-,-,1,-,-,-,-,-,-,1,1,-,6,-,2,-,1,-,0,2,-,4,12,27,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Nuble,16.0,Treguaco,16207.0,5696.0,10,1,2,-,-,-,2,-,-,1,-,6,3,3,3,5,4,5,29,10,30,11,27,28,13,23,20,19,5,4,13,13,9,17,27,43,9,7,3,-,-,2,1,2,-,-,-,-,1,-,-,1,1,-,1,-,1,6,-,1,2,1,-,-,-,-,1,-,-,3,9,67,95,70.0,88.0,45.0,70.0,36.0,32.0,15.0,9.0,10
Nuble,16.0,San Carlos,16301.0,56252.0,21,15,20,22,8,28,10,24,15,16,16,35,37,53,64,65,92,93,98,125,135,128,133,147,148,180,197,274,259,241,244,181,155,164,165,200,198,152,127,76,70,45,34,39,26,11,9,6,8,3,6,4,18,30,27,30,43,45,32,30,26,19,20,24,20,16,11,42,82,276,432,648,595,629.0,555.0,505.0,408.0,194.0,146.0,101.0,61.0,87
Nuble,16.0,Coihueco,16302.0,28375.0,67,23,20,5,26,10,13,17,15,3,21,30,32,33,38,32,33,26,30,42,36,32,52,115,86,57,85,64,78,58,54,27,49,66,86,113,108,74,47,41,17,5,5,6,12,10,4,3,2,3,-,2,2,1,1,23,12,7,15,13,17,26,14,13,7,11,11,25,56,109,97,214,297,283.0,275.0,177.0,149.0,56.0,59.0,15.0,10.0,12
Nuble,16.0,Niquen,16303.0,11567.0,1,5,1,2,2,-,9,3,1,-,1,1,5,9,4,4,10,16,13,24,8,12,54,60,36,45,35,62,57,54,61,54,45,39,36,44,30,26,17,11,10,8,8,6,-,-,1,-,-,-,-,1,-,3,3,4,12,2,4,1,5,1,5,-,0,-,1,3,3,56,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Nuble,16.0,San Fabian,16304.0,4654.0,-,1,2,-,-,-,-,-,1,2,1,5,1,5,4,1,8,7,2,11,7,23,10,9,17,13,15,26,25,20,4,2,4,4,3,9,19,9,5,1,10,7,10,1,1,-,1,-,-,-,-,1,-,1,-,-,1,4,-,-,-,2,1,-,0,3,6,3,13,14,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Nuble,16.0,San Nicolas,16305.0,12172.0,3,2,2,3,3,3,5,9,12,8,6,7,7,15,16,15,14,16,25,31,31,24,31,35,22,35,35,31,32,40,36,52,52,32,51,36,38,24,17,8,34,15,9,4,2,2,4,1,4,-,-,3,2,4,3,7,9,4,7,15,16,6,6,-,0,3,8,6,30,77,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
